player_id,first_name,last_name,year,team,height,oreb_rate,dreb_rate,ast_rate,stl_rate,blk_rate,tov_rate,pts_hundred,usg_rate,per,ftr,ft_perc,fga_hundred,two_perc,two_m_ast,fga_dunk_perc,three_a_rate,three_a_corner_perc,three_perc,three_m_ast,zero_three_a_perc,three_ten_a_perc,ten_threep_a_perc,cluster,new_position,old_position,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9
2016mturnerind,myles,turner,2016,ind,83,6.2,19.6,6.6,1.5,5.9,9.5,23.1,19.5,18.5,0.349,0.809,17.1,0.536,0.812,0.1,0.132,0.113,0.348,0.975,0.295,0.15,0.422,8,Skilled Forward,C,1.02E-66,1.65E-11,5.18E-27,0,1.90E-05,2.67E-54,0,0.999370889,0.000610074
2011cbrewerden,corey,brewer,2011,den,81,4,9.4,10.6,2.9,1,9.7,20.8,20,13.7,0.281,0.692,18.3,0.5,0.744,0.095,0.274,0.693,0.26,1,0.441,0.145,0.14,8,Skilled Forward,SF,2.62E-25,0.000223881,0.000430126,0,3.00E-07,1.10E-21,0,0.999345693,5.44E-11
2009laldridgepor,lamarcus,aldridge,2009,por,83,8.1,18.6,9.9,1.3,1.3,7.4,26.1,22.9,18.2,0.26,0.757,21.9,0.498,0.57,0.078,0.014,0.375,0.313,1,0.247,0.215,0.524,8,Skilled Forward,PF,2.37E-33,0.000436787,2.23E-10,0,0.000162228,1.29E-22,0,0.999340003,6.10E-05
2016ahorfordbos,al,horford,2016,bos,82,4.9,18.6,24.4,1.2,3.2,11.8,21.5,19.7,17.7,0.169,0.8,18.1,0.524,0.59,0.052,0.302,0.157,0.355,0.977,0.213,0.22,0.263,8,Skilled Forward,C,2.01E-18,3.31E-14,0.000343099,0,0.000318514,4.48E-12,0,0.999338339,4.75E-08
2017dtheisbos,daniel,theis,2017,bos,81,10.7,21.2,9.1,1.6,4.3,17.2,17.7,15.5,16.1,0.348,0.753,12.4,0.617,0.759,0.202,0.249,0.259,0.31,1,0.464,0.099,0.189,8,Skilled Forward,C,8.59E-127,2.84E-05,2.35E-29,0,0.000634791,5.24E-130,0,0.999336833,5.31E-31
2015jagreenmem,jamychal,green,2015,mem,81,10.5,19.3,7.7,1.6,2.1,13,20.6,19.8,14.6,0.277,0.752,17.6,0.478,0.665,0.133,0.091,0.6,0.333,1,0.481,0.137,0.291,8,Skilled Forward,PF,3.78E-81,0.000672107,5.07E-18,0,1.08E-05,5.88E-52,0,0.999317112,2.72E-17
2012jsullingerbos,jared,sullinger,2012,bos,81,12.6,22.1,6.2,1.3,1.9,10.3,15.8,14.9,13.5,0.28,0.746,13.2,0.5,0.555,0.04,0.022,0.4,0.2,1,0.453,0.236,0.289,8,Skilled Forward,PF,5.68E-123,7.73E-14,3.14E-70,0,0.000683367,7.89E-26,0,0.999316633,1.00E-33
2017ahorfordbos,al,horford,2017,bos,82,5,20.2,23.6,0.9,2.9,14.1,20.3,18.4,17.6,0.159,0.783,16.5,0.514,0.572,0.062,0.3,0.159,0.429,0.948,0.198,0.255,0.247,8,Skilled Forward,C,7.52E-20,2.74E-11,0.000309725,0,0.00038181,2.75E-14,0,0.999308465,8.92E-13
2014smuhammadmin,shabazz,muhammad,2014,min,78,8.1,12.4,9.6,1.1,0.6,7.1,30.1,25.3,19.9,0.365,0.717,23.3,0.503,0.638,0.108,0.128,0.431,0.392,0.95,0.365,0.264,0.242,8,Skilled Forward,SG,6.45E-41,0.000746829,3.33E-08,0,4.69E-08,2.29E-46,0,0.999253087,3.62E-09
2012djonesorl,dequan,jones,2012,orl,80,2.4,12.4,3,1.2,2.1,11.1,15.1,15.3,8.4,0.234,0.667,14.1,0.47,0.709,0.119,0.161,0.286,0.257,1,0.39,0.183,0.266,8,Skilled Forward,SF,1.37E-39,0.000757375,1.64E-14,0,1.39E-05,1.77E-41,0,0.999228769,1.08E-20
2012dcousinssac,demarcus,cousins,2012,sac,83,10.9,27,15.3,2.4,1.9,15.5,28.7,28.1,20.2,0.408,0.738,23.2,0.471,0.485,0.092,0.021,0.136,0.182,1,0.382,0.281,0.316,8,Skilled Forward,C,1.66E-89,3.46E-32,1.78E-60,0,0.000772553,3.81E-36,0,0.999227447,2.44E-15
2017sdekkerlac,sam,dekker,2017,lac,81,5.6,16,6.2,1.3,0.9,10.4,16.7,15.5,11.5,0.216,0.661,14.3,0.593,0.712,0.143,0.232,0.267,0.167,0.9,0.564,0.131,0.073,8,Skilled Forward,PF,8.30E-59,2.91E-07,1.52E-29,0,0.000780231,6.73E-63,0,0.999219478,2.45E-15
2010shawesphi,spencer,hawes,2010,phi,85,8.7,22.5,11.2,0.9,3.1,13.8,17.8,18.9,12.8,0.155,0.534,17.3,0.48,0.714,0.053,0.065,0.189,0.243,1,0.312,0.236,0.387,8,Skilled Forward,C,1.93E-81,7.36E-05,1.18E-30,0,0.000743236,2.71E-15,0,0.99918315,3.07E-68
2013smariondal,shawn,marion,2013,dal,79,6.4,17.4,7.6,1.9,1.3,11.4,16.8,15.7,13.7,0.092,0.785,15.1,0.518,0.795,0.092,0.229,0.512,0.358,1,0.322,0.294,0.156,8,Skilled Forward,SF,4.77E-29,0.000384879,0.000447796,0,7.78E-07,1.44E-27,0,0.999166544,2.52E-09
2017slabissieresac,skal,labissiere,2017,sac,83,8.7,18.1,9.1,1,3.7,12.5,21.3,21.1,14.3,0.258,0.805,18.7,0.459,0.556,0.114,0.111,0.039,0.353,1,0.255,0.31,0.323,8,Skilled Forward,PF,5.90E-60,5.40E-09,1.34E-15,0,0.000844397,5.38E-44,0,0.999155597,1.97E-11
2013qacysac,quincy,acy,2013,sac,79,9.5,19.5,4.4,1.2,2.4,16,9.8,9.8,9.6,0.354,0.667,8.2,0.496,0.69,0.197,0.079,0.8,0.2,1,0.472,0.236,0.212,8,Skilled Forward,SF,8.58E-167,2.61E-12,9.23E-47,0,0.000874483,5.14E-125,0,0.999125517,1.80E-38
2016dnowitzkidal,dirk,nowitzki,2016,dal,84,1.8,28.3,10.6,1.1,2.4,6.6,28.1,25.8,17,0.165,0.875,24.8,0.463,0.77,0.003,0.308,0.057,0.378,1,0.062,0.053,0.577,8,Skilled Forward,PF,5.23E-28,0.000895267,6.89E-09,0,2.61E-06,7.55E-20,0,0.999098579,3.54E-06
2018jrandlenop,julius,randle,2018,nop,81,7.6,21.6,15.8,1.1,1.6,13.8,32.6,27.8,21,0.447,0.731,22.7,0.564,0.49,0.075,0.179,0.164,0.344,0.91,0.446,0.274,0.101,8,Skilled Forward,PF,7.06E-20,6.09E-29,1.65E-13,0,1.71E-06,6.72E-23,0,0.999075275,0.000923015
2014jsmithhou,josh,smith,2014,hou,81,7.9,17.9,17.8,1.8,3.8,16.9,23.4,24.5,15.2,0.242,0.521,21.1,0.489,0.556,0.055,0.32,0.241,0.33,0.968,0.294,0.273,0.113,8,Skilled Forward,PF,6.88E-30,9.12E-10,6.57E-09,0,0.000945412,1.07E-15,0,0.99905458,3.54E-23
2016twarrenphx,t.j.,warren,2016,phx,80,6.5,11.7,5.8,1.8,1.5,6.1,22.2,19.2,15.6,0.189,0.773,19,0.527,0.536,0.032,0.12,0.52,0.265,0.923,0.29,0.221,0.367,8,Skilled Forward,SF,5.41E-31,3.96E-05,2.49E-20,0,0.000911115,1.37E-06,0,0.999047005,9.18E-07
2012dmotiejunashou,donatas,motiejunas,2012,hou,84,7.7,11.9,9.5,0.6,1.4,13.6,23.2,22.1,12.2,0.239,0.627,19.8,0.562,0.781,0.028,0.39,0.566,0.289,1,0.258,0.286,0.066,8,Skilled Forward,PF,1.05E-20,3.15E-06,3.91E-07,0,0.000956908,8.09E-09,0,0.999039544,2.37E-23
2014abennettmin,anthony,bennett,2014,min,80,6.5,21.6,8.7,1.5,1.4,10,16.9,17.8,11.4,0.215,0.641,16.9,0.431,0.754,0.111,0.077,0.261,0.304,1,0.313,0.067,0.542,8,Skilled Forward,PF,3.64E-43,0.000881812,8.87E-08,0,8.80E-05,9.65E-41,0,0.999030145,8.54E-32
2009akirilenkouta,andrei,kirilenko,2009,uta,81,5.5,12.9,14,2.5,3.4,11.9,20.9,17.7,18.2,0.485,0.744,14.7,0.555,0.729,0.156,0.185,0.169,0.292,1,0.454,0.056,0.305,8,Skilled Forward,SF,5.96E-54,1.83E-07,1.69E-10,0,0.000995553,2.48E-78,0,0.999004263,3.95E-13
2015jlauvergneden,joffrey,lauvergne,2015,den,83,8.1,23.1,9.1,0.6,1.2,11.6,22.4,19.5,15.7,0.182,0.899,18.3,0.557,0.714,0.116,0.139,0.377,0.245,0.923,0.405,0.247,0.208,8,Skilled Forward,C,9.34E-59,3.13E-09,8.73E-31,0,0.001032581,5.29E-46,0,0.998967415,5.55E-17
2017njokicden,nikola,jokic,2017,den,82,9,27.9,29.6,1.8,2.1,15.5,28.1,24.2,24.4,0.31,0.85,20.5,0.538,0.542,0.009,0.277,0.075,0.396,0.892,0.225,0.287,0.209,8,Skilled Forward,C,8.71E-30,2.41E-26,1.54E-13,0,4.95E-06,1.43E-17,0,0.998957901,0.001037149
2013darthurden,darrell,arthur,2013,den,81,4.8,14.7,8,1.6,3,11.7,16.9,18.1,9.4,0.151,0.855,17.3,0.399,0.841,0.027,0.156,0.234,0.375,1,0.146,0.076,0.622,8,Skilled Forward,SF,5.90E-24,0.000107265,1.02E-11,0,0.000957418,6.64E-14,0,0.998935317,1.08E-16
2017kporzingisnyk,kristaps,porzingis,2017,nyk,87,4.4,18.1,6.2,1.1,6.4,8.4,34.7,31,20.4,0.309,0.793,28.4,0.454,0.647,0.067,0.256,0.053,0.395,0.989,0.156,0.156,0.429,8,Skilled Forward,PF,2.19E-69,6.58E-14,2.05E-25,0,8.12E-08,9.54E-60,0,0.998934614,0.001065305
2011jsmithnoh,jason,smith,2011,noh,84,9.2,15.3,6.8,1.2,3.6,9.8,22.7,20.4,16.6,0.135,0.702,20,0.531,0.806,0.078,0.026,0.556,0.111,1,0.227,0.106,0.641,8,Skilled Forward,PF,1.07E-194,4.75E-33,1.39E-148,0,0.00108955,1.46E-35,0,0.99891045,9.07E-87
2015dwilliamsnyk,derrick,williams,2015,nyk,80,3.6,18.7,8.9,1,0.5,8.3,26.7,23.3,17.2,0.453,0.758,20.2,0.506,0.59,0.087,0.265,0.353,0.293,0.864,0.391,0.096,0.246,8,Skilled Forward,SF,7.01E-14,8.77E-10,0.000970486,0,0.000123751,2.39E-23,0,0.998905762,9.70E-11
2011pmillsaputa,paul,millsap,2011,uta,80,9.7,21.2,12.4,2.9,2,10.3,26.5,23.2,21.8,0.296,0.792,21.5,0.505,0.558,0.075,0.036,0.258,0.226,0.857,0.334,0.257,0.373,8,Skilled Forward,PF,9.01E-62,2.01E-12,9.24E-48,0,0.001121838,1.74E-24,0,0.998877732,4.29E-07
2013mkidd-gilchristcha,michael,kidd-gilchrist,2013,cha,79,8.2,16.2,5.4,1.5,2.1,12.1,15.5,15.2,12,0.521,0.614,12.2,0.483,0.687,0.085,0.025,0.667,0.111,1,0.581,0.136,0.258,8,Skilled Forward,SF,1.01E-93,9.15E-18,3.46E-67,0,0.001122981,6.24E-20,0,0.998877019,3.15E-33
2017pmillsapden,paul,millsap,2017,den,80,6.4,17.6,13.9,1.7,3.2,12.6,24.1,22,17,0.37,0.696,18.9,0.506,0.491,0.039,0.26,0.177,0.345,0.949,0.2,0.326,0.216,8,Skilled Forward,PF,1.35E-18,1.38E-10,3.40E-06,0,0.001118479,7.21E-10,0,0.998872948,5.17E-06
2016shawescha,spencer,hawes,2016,cha,85,5.6,20.1,16.1,1,3.6,14.7,20.4,19.6,14.8,0.156,0.882,17.5,0.54,0.818,0.06,0.252,0.127,0.291,1,0.362,0.17,0.215,8,Skilled Forward,PF,1.12E-26,0.000321532,1.30E-08,0,0.000823648,6.08E-14,0,0.998854806,6.61E-14
2015alenphx,alex,len,2015,phx,85,10.4,25.4,8.5,1,2.8,16.6,18.8,20.4,12.4,0.383,0.728,16.7,0.426,0.669,0.16,0.011,0.571,0.143,1,0.442,0.224,0.32,8,Skilled Forward,C,1.28E-156,3.19E-19,1.16E-62,0,0.001159704,1.47E-69,0,0.998840296,3.75E-39
2009ghillphx,grant,hill,2009,phx,80,3.6,16.3,11.2,1.2,1,11.7,18.9,16.8,14,0.357,0.817,14.6,0.483,0.555,0.031,0.114,0.788,0.438,1,0.307,0.11,0.469,8,Skilled Forward,SF,3.40E-28,0.000764623,9.26E-11,0,4.18E-05,0.000358471,0,0.998835144,6.59E-43
2014jjohnsontor,james,johnson,2014,tor,81,5.1,16.5,11.4,2,4.1,15,20.9,17.4,17.9,0.252,0.657,15.2,0.643,0.458,0.126,0.126,0.471,0.216,1,0.522,0.248,0.104,8,Skilled Forward,PF,9.99E-65,5.61E-18,8.20E-50,0,0.001189482,1.34E-47,0,0.998810518,2.10E-13
2014mharklessorl,maurice,harkless,2014,orl,81,6.3,11.6,5.4,2.4,1.1,13.3,12,13.7,8.4,0.259,0.537,12,0.52,0.623,0.196,0.354,0.536,0.179,1,0.494,0.12,0.032,8,Skilled Forward,SF,6.33E-102,0.001103017,3.00E-16,0,0.000134056,1.46E-119,0,0.998762928,2.50E-43
2009athorntonlac,al,thornton,2009,lac,80,7,8.9,7.2,0.9,1.2,11.2,20.2,18.9,11.6,0.302,0.741,17,0.482,0.637,0.061,0.03,0.143,0.357,1,0.396,0.098,0.476,8,Skilled Forward,SF,3.75E-24,4.24E-05,1.29E-11,0,0.001198502,4.51E-15,0,0.998759003,8.65E-08
2017jallenbkn,jarrett,allen,2017,bkn,83,10.5,18.1,5.4,0.9,4.6,15.1,19.8,16.3,17.5,0.37,0.776,13.4,0.599,0.843,0.353,0.038,0.867,0.333,1,0.668,0.232,0.061,8,Skilled Forward,C,0,1.48E-16,5.99E-65,0,0.001275776,0,0,0.998724224,1.80E-80
2012pgasollal,pau,gasol,2012,lal,84,7.6,20.1,19.9,0.7,2.7,13.7,20.7,20.5,16.7,0.307,0.702,17.8,0.475,0.695,0.048,0.048,0.25,0.286,1,0.278,0.264,0.41,8,Skilled Forward,PF,4.17E-36,7.06E-11,3.58E-12,0,0.001284868,2.76E-12,0,0.998715132,4.99E-18
2009jwrightnoh,julian,wright,2009,noh,80,7.7,11.8,7,1.7,1.6,15,15.4,15.4,11.8,0.177,0.61,13.8,0.504,0.623,0.138,0.026,0.167,0.333,1,0.526,0.134,0.314,8,Skilled Forward,SF,1.25E-55,0.000218646,2.87E-17,0,0.001067503,2.44E-60,0,0.998713851,5.76E-24
2009jsmithphi,jason,smith,2009,phi,84,9.5,14.7,7.5,1.7,3.4,15.4,15.1,15.8,10.6,0.241,0.69,13.9,0.448,0.615,0.052,0.167,0.483,0.345,1,0.351,0.109,0.373,8,Skilled Forward,PF,1.15E-49,0.001306706,1.19E-19,0,1.15E-06,3.63E-18,0,0.998692141,1.86E-26
2015rholmesphi,richaun,holmes,2015,phi,82,9.3,11.7,8,1.3,4.3,11.2,20,17.9,15.9,0.333,0.689,15.5,0.596,0.717,0.212,0.198,0.091,0.182,1,0.572,0.126,0.104,8,Skilled Forward,PF,7.50E-120,1.95E-14,1.88E-47,0,0.001314829,3.42E-147,0,0.998685171,1.60E-25
2014alenphx,alex,len,2014,phx,85,10.2,22.7,3.1,1.1,5.3,15.7,14.2,13.7,13.5,0.295,0.702,11.6,0.509,0.663,0.204,0.008,0.333,0.333,1,0.544,0.164,0.283,8,Skilled Forward,C,4.48E-132,1.21E-06,2.84E-30,0,0.001343728,1.75E-123,0,0.998655065,2.31E-14
2012akirilenkomin,andrei,kirilenko,2012,min,81,5.6,15.1,14.4,2.4,2.4,15.1,20.1,17.4,17.6,0.446,0.752,14.2,0.566,0.715,0.15,0.214,0.083,0.292,0.971,0.532,0.098,0.155,8,Skilled Forward,SF,3.02E-45,0.000435992,1.73E-06,0,0.000907337,2.90E-69,0,0.998654944,1.04E-16
2010dbrowncha,derrick,brown,2010,cha,79,7.9,13,9.9,1.8,1.3,17.3,16.6,15.6,12.4,0.416,0.532,12.4,0.561,0.6,0.327,0.053,0.333,0.333,1,0.743,0.115,0.089,8,Skilled Forward,SF,4.61E-278,1.62E-12,1.07E-46,0,0.00136425,0,0,0.99863575,1.44E-40
2010tyoungphi,thaddeus,young,2010,phi,80,8.3,15.2,6.7,2.2,0.9,9.7,25.6,22.1,18.4,0.205,0.707,20.8,0.548,0.662,0.105,0.026,0.273,0.273,0.833,0.468,0.235,0.272,8,Skilled Forward,PF,1.70E-51,4.83E-08,3.68E-34,0,0.000224763,8.27E-38,0,0.998608326,0.001166862
2016alenphx,alex,len,2016,phx,85,10.6,25.3,4.2,1.2,5.1,15.5,18.8,17.6,15,0.449,0.721,14.2,0.503,0.63,0.179,0.026,0.5,0.25,1,0.51,0.238,0.224,8,Skilled Forward,C,1.46E-130,2.64E-10,7.77E-34,0,0.001396615,1.20E-88,0,0.998603385,7.29E-17
2009jgrahamden,joey,graham,2009,den,79,6,12.7,4.5,1.5,0.7,15.5,17.8,16.2,10.6,0.361,0.74,13.5,0.545,0.641,0.104,0.064,0.462,0.154,1,0.426,0.153,0.357,8,Skilled Forward,SF,7.44E-85,2.51E-20,1.64E-64,0,0.001405726,3.08E-34,0,0.998594274,1.08E-17
2017pmccawgsw,patrick,mccaw,2017,gsw,79,2,7.2,10.6,2.2,0.8,14.6,11.5,12.8,7.4,0.151,0.765,11.3,0.503,0.699,0.058,0.356,0.275,0.238,1,0.347,0.133,0.169,8,Skilled Forward,SG,2.80E-24,0.000857034,1.38E-11,0,0.000588272,1.88E-11,0,0.998554694,3.06E-28
2010gwallacecha,gerald,wallace,2010,cha,79,4.6,21,10.5,1.7,2.1,12.4,21.4,20.2,15,0.488,0.739,16.6,0.456,0.604,0.045,0.182,0.5,0.33,0.971,0.404,0.122,0.292,8,Skilled Forward,SF,6.74E-14,0.000185212,0.001267344,0,4.43E-05,6.52E-06,0,0.998496611,2.72E-19
2015randersonnop,ryan,anderson,2015,nop,82,7,15.2,6.1,0.9,1,8,27.8,24.7,17.2,0.245,0.873,22.9,0.466,0.444,0.02,0.385,0.165,0.366,0.924,0.227,0.097,0.291,8,Skilled Forward,PF,2.57E-12,0.001518403,3.85E-06,0,9.00E-08,4.39E-10,0,0.998477589,6.68E-08
2017bportischi,bobby,portis,2017,chi,83,10,23,13.2,1.5,1.3,10.5,28.6,26,19.7,0.192,0.769,24.1,0.514,0.54,0.031,0.275,0.112,0.359,1,0.296,0.191,0.237,8,Skilled Forward,PF,3.07E-28,0.00067168,1.57E-12,0,4.55E-06,6.67E-20,0,0.99841052,0.000913248
2013xhenrylal,xavier,henry,2013,lal,78,2.9,10.5,8.8,2.4,0.6,11.9,23.1,23.1,12.3,0.513,0.655,18.5,0.439,0.44,0.058,0.235,0.21,0.346,0.929,0.322,0.183,0.261,8,Skilled Forward,SF,1.44E-06,7.54E-13,2.24E-05,0,0.001478126,1.34E-07,0,0.998406294,9.16E-05
2017ocasspigsw,omri,casspi,2017,gsw,81,4.9,24,9.5,1.2,2,13.5,19.5,16.3,15.5,0.333,0.725,13.5,0.595,0.791,0.053,0.106,0.227,0.455,1,0.507,0.3,0.087,8,Skilled Forward,SF,6.48E-34,0.000696787,2.50E-13,0,0.000927351,4.18E-11,0,0.998375862,2.89E-59
2009bmillerchi,brad,miller,2009,chi,84,4.8,17.8,12.2,1.2,1.1,13.6,19,18.1,12.9,0.379,0.827,15.4,0.474,0.638,0.012,0.227,0.242,0.28,1,0.312,0.112,0.349,8,Skilled Forward,C,5.84E-09,0.001057726,0.000259169,0,2.04E-07,0.000383805,0,0.998299091,3.46E-10
2011jhowarduta,josh,howard,2011,uta,79,4.5,13.9,7.9,1.7,0.8,11.6,19.7,20.7,10.5,0.269,0.773,19.1,0.417,0.563,0.017,0.102,0.189,0.243,1,0.155,0.252,0.49,8,Skilled Forward,SF,1.23E-19,9.19E-06,1.34E-08,0,0.000361175,0.001361109,0,0.998268517,5.25E-12
2015tmozgovcle,timofey,mozgov,2015,cle,85,9.5,19.2,3.9,0.9,3.5,15,18.4,16.1,14.6,0.265,0.716,13.9,0.574,0.851,0.251,0.019,0.857,0.143,1,0.61,0.178,0.192,8,Skilled Forward,C,7.43E-249,2.14E-27,2.21E-124,0,0.001739826,3.41E-191,0,0.998260174,4.52E-44
2013vfaveranibos,v<ed>tor,faverani,2013,bos,83,9.5,20.6,5.2,1.5,4.3,20.1,17.3,18.6,11,0.252,0.649,15.5,0.486,0.673,0.088,0.272,0,0.3,1,0.381,0.218,0.129,8,Skilled Forward,C,5.41E-52,3.93E-06,3.48E-22,0,0.001746469,7.61E-28,0,0.998249606,8.59E-17
2009mdanielsbos,marquis,daniels,2009,bos,78,3.6,8.7,11.1,1.5,0.5,13.3,16.1,15.8,9.6,0.225,0.607,13.9,0.534,0.602,0.004,0.112,0.536,0.214,1,0.47,0.201,0.217,8,Skilled Forward,SF,1.06E-56,8.11E-15,5.76E-38,0,8.52E-05,0.001665375,0,0.998249444,1.65E-23
2012ajeffersonuta,al,jefferson,2012,uta,82,7,25.9,12,1.6,2.7,7.3,28.5,25.3,20.9,0.176,0.77,25.3,0.5,0.547,0.059,0.014,0.176,0.118,1,0.241,0.291,0.454,8,Skilled Forward,C,2.18E-133,1.00E-27,6.32E-113,0,0.00176095,6.00E-29,0,0.99823905,1.33E-47
2011eilyasovamil,ersan,ilyasova,2011,mil,82,12.7,22.8,7,1.3,2,10.1,24.2,20.1,20.5,0.307,0.781,18.5,0.501,0.712,0.013,0.188,0.134,0.455,0.98,0.404,0.136,0.273,8,Skilled Forward,PF,1.11E-59,0.001811504,1.10E-39,0,1.18E-07,5.91E-32,0,0.998188376,1.93E-09
2013arandolphden,anthony,randolph,2013,den,83,4.1,21,9.1,2.4,2.7,15.9,19.1,19.8,12.2,0.392,0.754,16.3,0.435,0.56,0.04,0.347,0.426,0.295,1,0.267,0.125,0.255,8,Skilled Forward,PF,3.46E-17,2.47E-05,0.000197337,0,0.001638066,1.13E-06,0,0.998138792,7.34E-13
2011cboshmia,chris,bosh,2011,mia,83,5.8,20.5,9.1,1.3,1.8,11.2,26.9,24.2,18.9,0.346,0.821,21.2,0.496,0.64,0.09,0.043,0.457,0.286,1,0.31,0.18,0.468,8,Skilled Forward,PF,1.88E-30,4.86E-12,3.38E-17,0,8.02E-07,5.28E-25,0,0.998125994,0.001873204
2018ocasspimem,omri,casspi,2018,mem,81,3.6,21.5,8.1,1.9,1.6,11,21.6,18,15.7,0.36,0.672,15.4,0.602,0.761,0.099,0.267,0.14,0.349,1,0.46,0.255,0.019,8,Skilled Forward,SF,2.34E-23,2.30E-05,0.001921012,0,2.24E-06,3.29E-31,0,0.998053787,7.69E-19
2015jsimmonssas,jonathon,simmons,2015,sas,78,2.3,10.8,10.4,1.5,0.5,15.8,20.8,18.9,11.9,0.38,0.75,15.2,0.533,0.558,0.124,0.194,0.447,0.383,1,0.479,0.194,0.128,8,Skilled Forward,SG,5.99E-42,2.54E-08,1.65E-07,0,0.001948472,1.41E-50,0,0.998051337,1.62E-38
2009shawessac,spencer,hawes,2009,sac,85,8.6,17.7,13.2,0.9,3.2,15.5,19.4,19.6,13.8,0.159,0.689,17.9,0.494,0.587,0.083,0.131,0.172,0.299,1,0.371,0.231,0.267,8,Skilled Forward,C,2.39E-40,0.001972954,1.20E-13,0,5.40E-06,3.42E-22,0,0.998021642,2.93E-19
2009ghendersoncha,gerald,henderson,2009,cha,77,5.2,13.3,6,1.5,2.1,10.1,16.9,18.2,9.7,0.452,0.745,15.6,0.388,0.636,0.115,0.183,0.368,0.211,1,0.375,0.077,0.366,8,Skilled Forward,SG,4.65E-40,0.001084209,1.16E-09,0,0.001052178,1.40E-35,0,0.997863612,3.72E-17
2015ahorfordatl,al,horford,2015,atl,82,6.3,18.2,16.7,1.3,3.6,8.8,23.5,20.6,19.4,0.123,0.798,19.7,0.557,0.776,0.084,0.244,0.227,0.344,1,0.3,0.136,0.32,8,Skilled Forward,C,1.42E-29,5.70E-05,7.50E-09,0,0.002119128,2.96E-27,0,0.997823787,4.89E-08
2018abaynesbos,aron,baynes,2018,bos,82,11.4,19.8,9.3,0.7,3.7,13.8,16.7,15.2,14,0.278,0.855,13.1,0.519,0.667,0.121,0.274,0.18,0.344,1,0.462,0.157,0.108,8,Skilled Forward,C,4.05E-88,0.002215481,1.58E-31,0,4.35E-06,5.42E-51,0,0.997780168,2.31E-15
2009abargnanitor,andrea,bargnani,2009,tor,84,4.6,15.9,5.4,0.5,3,8.8,25.4,22.3,15.5,0.205,0.774,21.1,0.509,0.688,0.039,0.284,0.031,0.372,0.983,0.198,0.148,0.37,8,Skilled Forward,PF,6.66E-17,0.002195298,1.74E-05,0,1.24E-06,3.41E-15,0,0.997760182,2.59E-05
2017hellensondet,henry,ellenson,2017,det,83,3.3,24.3,9.4,0.8,0,10.2,22.9,23.8,10.5,0.199,0.862,22.1,0.384,0.455,0.021,0.411,0.217,0.333,1,0.164,0.253,0.171,8,Skilled Forward,PF,7.58E-08,0.002229111,0.000239217,0,6.08E-06,1.06E-11,0,0.997525518,5.86E-12
2015dwestsas,david,west,2015,sas,81,6,18.6,15.4,1.6,3,12.3,20.2,18,17.6,0.179,0.788,16.3,0.546,0.784,0.029,0.016,0.143,0.429,1,0.257,0.23,0.498,8,Skilled Forward,PF,1.95E-27,1.43E-05,3.46E-10,0,0.002464415,6.73E-15,0,0.997521319,1.79E-10
2010dwilkinsatl,damien,wilkins,2010,atl,78,4.1,11.9,9.3,2.1,1,11.5,14.3,12.8,11.4,0.409,0.714,10.9,0.528,0.642,0.08,0.073,0.5,0.2,1,0.409,0.168,0.35,8,Skilled Forward,SF,3.39E-36,1.83E-09,2.68E-23,0,0.002522465,1.27E-17,0,0.997477533,7.00E-11
2015dnowitzkidal,dirk,nowitzki,2015,dal,84,2.4,20.3,10.1,1.1,1.8,6.4,29.5,25.5,19,0.252,0.893,23.9,0.483,0.632,0.004,0.308,0.102,0.368,0.984,0.075,0.068,0.55,8,Skilled Forward,PF,1.54E-12,6.76E-06,0.002064499,0,2.35E-08,4.95E-12,0,0.997309413,0.000619302
2012dnowitzkidal,dirk,nowitzki,2012,dal,84,2.5,21.5,13.5,1.2,1.7,7.9,28.2,24.2,19.8,0.265,0.86,22.4,0.487,0.586,0.007,0.216,0.032,0.414,0.985,0.077,0.069,0.639,8,Skilled Forward,PF,2.68E-14,2.38E-06,0.000491257,0,3.84E-07,5.35E-13,0,0.997232253,0.002273722
2012abargnanitor,andrea,bargnani,2012,tor,84,3,12.3,6.6,1.1,1.8,10.5,23.5,23.8,11.2,0.181,0.844,22.6,0.436,0.598,0.014,0.289,0.057,0.309,0.974,0.115,0.141,0.455,8,Skilled Forward,PF,3.42E-06,0.002267546,0.000448294,0,2.75E-08,1.33E-08,0,0.997211474,6.92E-05
2013anicholsonorl,andrew,nicholson,2013,orl,81,5.1,19.5,3.5,0.8,1.5,10.3,19,19.3,9.9,0.136,0.825,18.3,0.459,0.586,0.019,0.212,0.91,0.315,0.964,0.131,0.24,0.416,8,Skilled Forward,PF,4.94E-39,1.04E-07,8.29E-10,0,0.002912689,1.90E-08,0,0.997087188,2.53E-24
2014gantetokounmpomil,giannis,antetokounmpo,2014,mil,83,4.5,19.7,13.1,1.5,2.8,15.6,20.7,19.6,14.8,0.445,0.741,15.7,0.511,0.519,0.129,0.056,0.159,0.159,0.857,0.506,0.178,0.259,8,Skilled Forward,SG,2.57E-62,5.69E-19,4.47E-48,0,0.002978976,6.14E-40,0,0.997021024,1.03E-14
